compound,headline,neg,neu,pos,label
0.4215,mhb back in the red but analysts upbeat about prospects,0.0,0.763,0.237,1
0.0,klci marginally higher as regional markets start cautiously,0.0,1.0,0.0,0
0.0,klci marginally higher as regional markets start cautiously,0.0,1.0,0.0,0
0.0,klci marginally higher as regional markets start cautiously,0.0,1.0,0.0,0
0.2263,cbip rises 5.77 on bagging jobs worth rm131.7m,0.0,0.787,0.213,1
0.0,scomi defaults on rm315m facilities due to maybank,0.0,1.0,0.0,0
0.0,integrated logistics sells 50 stake in loss-making dubai firm for rm50m,0.0,1.0,0.0,0
0.0,utusan to appeal high court’s redberry decision,0.0,1.0,0.0,0
0.2023,teo guan lee to get new substantial shareholders?,0.0,0.795,0.205,1
0.2023,teo guan lee to get new substantial shareholders?,0.0,0.795,0.205,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.25,klci reverses gains as regional markets stay cautious,0.143,0.612,0.245,1
0.2263,cbip bags four contracts worth rm132m,0.0,0.725,0.275,1
-0.3182,hlb ler lum resigns as vertice’s auditor,0.277,0.723,0.0,-1
-0.296,rhb research institute cuts mhb to sell price target 59 sen,0.18,0.82,0.0,-1
0.34,supermax 2hfy19 earnings likely to remain robust,0.0,0.714,0.286,1
0.0,hck to rebrand empire remix 2 into education city,0.0,1.0,0.0,0
0.0,hck to rebrand empire remix 2 into education city,0.0,1.0,0.0,0
0.0,stock with momentum johore tin bhd,0.0,1.0,0.0,0
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.25,muted gains for klci as regional markets stay cautious,0.13,0.648,0.222,1
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,asiaply azrb big dayang kkb ltkm smetric teoseng turiya vsolar,0.0,1.0,0.0,0
0.0,mct announces teh heng chongs appointment as ceo,0.0,1.0,0.0,0
0.0,selangor properties privatisation gets shareholders nod,0.0,1.0,0.0,0
0.4019,oil and gas counters up in active trade as brent breaches us$64,0.0,0.803,0.197,1
0.3612,can-one kian joo shares up following conditional mandatory takeover offer,0.0,0.696,0.304,1
0.4215,francis yeoh promoted to chairman of ytl hospitality reit,0.0,0.741,0.259,1
0.4215,francis yeoh promoted to chairman of ytl hospitality reit,0.0,0.741,0.259,1
0.0,scope industries plans private placement to fund expansion,0.0,1.0,0.0,0
-0.3612,ey quits as land general auditor due to disagreement over fees,0.2,0.8,0.0,-1
0.0,sunway reit’s 1q net property income flat declares 2.25 sen dpu,0.0,1.0,0.0,0
0.0772,lim kang hoo now the executive chairman of pls plantations,0.0,0.874,0.126,0
0.0,gas malaysia 4qfy18 falls near 17 after gcpt adjustment,0.0,1.0,0.0,0
0.0,late assemblymans son-in-law is ph candidate for semenyih by-election,0.0,1.0,0.0,0
0.4019,semenyih by-election support for ph still high,0.0,0.69,0.31,1
0.4019,4.7 percent gdp for 2018 is healthy economists,0.0,0.722,0.278,1
0.0,xin hwa appoints kpmg unit to conduct independent review,0.0,1.0,0.0,0
0.0772,ytl hospitality reit yinson carlsberg xin hwa scope industries sunway reit pls plantations gas malaysia and dialog,0.0,0.925,0.075,0
0.0772,ytl hospitality reit yinson carlsberg xin hwa scope industries sunway reit pls plantations gas malaysia and dialog,0.0,0.925,0.075,0
0.0772,ytl hospitality reit yinson carlsberg xin hwa scope industries sunway reit pls plantations gas malaysia and dialog,0.0,0.925,0.075,0
0.0772,ytl hospitality reit yinson carlsberg xin hwa scope industries sunway reit pls plantations gas malaysia and dialog,0.0,0.925,0.075,0
0.0772,ytl hospitality reit yinson carlsberg xin hwa scope industries sunway reit pls plantations gas malaysia and dialog,0.0,0.925,0.075,0
0.0258,sunway reit cut to hold at ta securities price target rm1.88,0.158,0.677,0.165,0
-0.6249,gas malaysia 4q falls near 17 after cost past-through adjustment,0.313,0.687,0.0,-1
0.0,sunway reit 2q net property income flat company declares 2.25 sen dpu,0.0,1.0,0.0,0
0.0,xin hwa appoints kpmg to conduct review,0.0,1.0,0.0,0
0.0,can-one shareholders approve kian joo privatisation deal,0.0,1.0,0.0,0
0.0,can-one shareholders approve kian joo privatisation deal,0.0,1.0,0.0,0
0.0,selangor properties privatisation gets shareholders go-ahead,0.0,1.0,0.0,0
0.0,teh heng chong is new mct ceo,0.0,1.0,0.0,0
0.0,new contracts expected to bring cbip’s order book to rm378m,0.0,1.0,0.0,0
-0.2732,ta ann sees earnings risks due to disrupted tasmania operations,0.189,0.811,0.0,-1
0.0,earnings turnaround expected for mhb in fy19,0.0,1.0,0.0,0
0.1779,alternative assets the allure of the green gem,0.0,0.805,0.195,0
0.0,stock with momentum asia poly holdings,0.0,1.0,0.0,0
0.0,stock with momentum turiya,0.0,1.0,0.0,0
0.0,stock with momentum ltkm,0.0,1.0,0.0,0
0.0,stock with momentum asia poly holdings,0.0,1.0,0.0,0
0.34,ex-goldman banker roger ng asks to be extradited after agreeing to doj bail terms,0.0,0.844,0.156,1
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.0,china ouhua can-one fajarbaru insas kian joo kub silver ridge,0.0,1.0,0.0,0
0.296,media prima television networks audience share up at 37 in jan 2019,0.0,0.833,0.167,1
0.0,china’s default wave spares the biggest fish,0.0,1.0,0.0,0
0.0,dr mahathir confirms bersatu spreading wings to sabah,0.0,1.0,0.0,0
0.0,ecoworld’s nara and norton garden achieve 70 take-up,0.0,1.0,0.0,0
0.0,ecoworld’s nara and norton garden achieve 70 take-up,0.0,1.0,0.0,0
0.0,govt to study any proposal for rci into judicial misconduct dr mahathir,0.0,1.0,0.0,0
-0.5267,lower margins higher expenses trim luxchems 4q net profit,0.414,0.395,0.191,-1
0.2023,totalisator board sponsored three trips for top cops from 2012-2014 lim,0.0,0.847,0.153,1
0.0,apft director jeya kumar quits three weeks after appointment,0.0,1.0,0.0,0
0.0,london biscuits makes second cash call in less than a year,0.0,1.0,0.0,0
0.0,100000 apply to become bersatu members in sabah,0.0,1.0,0.0,0
0.0,luxchem astro axiata apft and london biscuits,0.0,1.0,0.0,0
0.0,luxchem astro axiata apft and london biscuits,0.0,1.0,0.0,0
0.0,luxchem astro axiata apft and london biscuits,0.0,1.0,0.0,0
0.0,nomination for semenyih by-election tomorrow,0.0,1.0,0.0,0
0.4404,lively atmosphere at nomination for semenyih by-election,0.0,0.674,0.326,1
0.3182,huge turnout at dasar komuniti negara launch by pm,0.0,0.777,0.223,1
0.3182,huge turnout at dasar komuniti negara launch by pm,0.0,0.777,0.223,1
0.128,companies make csr commitments to enhance lives of ppr residents,0.0,0.857,0.143,0
0.128,companies make csr commitments to enhance lives of ppr residents,0.0,0.857,0.143,0
0.128,companies make csr commitments to enhance lives of ppr residents,0.0,0.857,0.143,0
0.128,companies make csr commitments to enhance lives of ppr residents,0.0,0.857,0.143,0
0.4939,klci to drift sideways as it extends consolidation support at 1685,0.0,0.682,0.318,1
0.4939,klci to drift sideways as it extends consolidation support at 1685,0.0,0.682,0.318,1
0.4939,klci to drift sideways as it extends consolidation support at 1685,0.0,0.682,0.318,1
0.3818,single-digit corporate earnings growth seen for 2019,0.0,0.698,0.302,1
0.3818,single-digit corporate earnings growth seen for 2019,0.0,0.698,0.302,1
-0.3612,bumi armada meets with cold shoulder on debt refinancing,0.238,0.762,0.0,-1
0.0,syarikat takaful shines among insurance stocks,0.0,1.0,0.0,0
0.0,syarikat takaful shines among insurance stocks,0.0,1.0,0.0,0
0.0,developers in catch-22 situation over ibs adoption,0.0,1.0,0.0,0
0.2732,merge energy to start anew eyes turnaround in fy20,0.0,0.792,0.208,1
0.0,klci gets lift from public bank and genting,0.0,1.0,0.0,0
0.0,sectoral performance projections for 4q18,0.0,1.0,0.0,0
0.0,sectoral performance projections for 4q18,0.0,1.0,0.0,0
0.6908,power sector to gain from govt plan to expand use of renewable sources,0.0,0.659,0.341,1
0.0,sunway reit 1h19 results within expectations,0.0,1.0,0.0,0
0.6908,power sector to gain from govt plan to expand use of renewable sources,0.0,0.659,0.341,1
0.6908,power sector to gain from govt plan to expand use of renewable sources,0.0,0.659,0.341,1
0.6908,power sector to gain from govt plan to expand use of renewable sources,0.0,0.659,0.341,1
0.6908,power sector to gain from govt plan to expand use of renewable sources,0.0,0.659,0.341,1
0.3818,stronger fy19 gas sales volume expected for gas malaysia,0.0,0.755,0.245,1
0.0,stock with momentum can-one,0.0,1.0,0.0,0
0.0,stock with momentum silver ridge holdings,0.0,1.0,0.0,0
0.0,stock with momentum fajarbaru builder group,0.0,1.0,0.0,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
-0.0258,klci pares gains struggles to breach 1700 threshold,0.229,0.55,0.22,0
0.0,newsbreak putrajaya pulls the plug on tadmax’s power plant,0.0,1.0,0.0,0
0.0,newsbreak putrajaya pulls the plug on tadmax’s power plant,0.0,1.0,0.0,0
0.0,the week ahead corporate earnings saudi crown prince’s kl visit to take centre stage,0.0,1.0,0.0,0
0.0,the week ahead corporate earnings saudi crown prince’s kl visit to take centre stage,0.0,1.0,0.0,0
0.0,the week ahead corporate earnings saudi crown prince’s kl visit to take centre stage,0.0,1.0,0.0,0
0.0,the week ahead corporate earnings saudi crown prince’s kl visit to take centre stage,0.0,1.0,0.0,0
0.0,luxchem upgraded to buy at rhb research institute price target 62 sen,0.0,1.0,0.0,0
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.4005,klci erases most gains stays marginally up,0.0,0.69,0.31,1
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
0.0,tas vsolar insas asianpac jtiasa trc cypark bimb kfima,0.0,1.0,0.0,0
-0.34,tsh says ekowoods factory in gopeng catches fire,0.255,0.745,0.0,-1
-0.34,tsh says ekowoods factory in gopeng catches fire,0.255,0.745,0.0,-1
0.0,overwhelming response to lbs bina’s contest,0.0,1.0,0.0,0
0.0,will bersatu divide ph?,0.0,1.0,0.0,0
0.0,tadmax not aware of pulau indah power plant project termination,0.0,1.0,0.0,0
-0.3612,mah sing sees recovery ahead after difficult year,0.263,0.737,0.0,-1
-0.5423,southern steel posts 2q net loss on lower sales volume selling prices,0.31,0.69,0.0,-1
0.0,dbe gurney thailand’s ffcl to jointly operate trading distribution agency,0.0,1.0,0.0,0
0.128,guan chong declares special dividend as 4q net profit almost doubles,0.232,0.452,0.316,0
-0.296,ccm duopharma 4q net profit up 18 proposes four sen dividend,0.256,0.562,0.181,-1
0.0,election petitions for kimanis and sipitang back to election court for trial,0.0,1.0,0.0,0
0.0,ytl communications launches first large-scale terragraph market pilot in asia,0.0,1.0,0.0,0
0.0,deleum petgas southern steel klk berjaya land kossan hong leong industries and guan chong,0.0,1.0,0.0,0
0.0,deleum petgas southern steel klk berjaya land kossan hong leong industries and guan chong,0.0,1.0,0.0,0
0.5106,muhyiddin appreciates warisans openess on bersatus entry into sabah,0.0,0.708,0.292,1
0.4019,mcdermott awarded two contracts for malaysian offshore projects,0.0,0.722,0.278,1
0.4019,klci seen range bound support at 1686,0.0,0.69,0.31,1
0.4019,klci seen range bound support at 1686,0.0,0.69,0.31,1
0.0258,reach taking a breather says alliancedbs research,0.0,0.82,0.18,0
0.2748,klci ticks up marginally gains seen capped,0.0,0.74,0.26,1
0.2748,klci ticks up marginally gains seen capped,0.0,0.74,0.26,1
-0.34,uncertainty hangs over penang tunnel construction,0.324,0.676,0.0,-1
-0.34,uncertainty hangs over penang tunnel construction,0.324,0.676,0.0,-1
0.0,deleum up 4.42 on landing 3-year petronas carigali job,0.0,1.0,0.0,0
0.0,southern steel falls 10.62 after slipping into the red in 2q,0.0,1.0,0.0,0
-0.296,kossan 4q net profit up 29.6 to rm59.5m,0.315,0.462,0.223,-1
0.4404,malaysia airlines needs good proposal for more funding,0.0,0.707,0.293,1
0.0,tadmax yet to get notification on scrapping of project,0.0,1.0,0.0,0
0.0,tadmax yet to get notification on scrapping of project,0.0,1.0,0.0,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.1901,klci stays up tracks regional markets but gains limited,0.189,0.562,0.249,0
0.0,luxchem’s margins expected to begin to stabilise,0.0,1.0,0.0,0
0.3818,gadang seen eyeing opportunities for roads ecrl hospitals,0.0,0.729,0.271,1
0.0,stock with momentum cypark resources,0.0,1.0,0.0,0
0.0,stock with momentum tas offshore,0.0,1.0,0.0,0
-0.296,midf amanah cuts tiong nam to sell price target 58 sen,0.18,0.82,0.0,-1
0.0,tadmax down 19 despite clarifying news of pulau indah power plant cancellation,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,klci rises 0.66 crosses 1700 level,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.0,vsolar tadmax wz satu gfm ecobuilt genetec trc chin hin mi gamuda cam resources pwf,0.0,1.0,0.0,0
0.4588,king presents federal territory awards to 200 people,0.0,0.7,0.3,1
0.6249,insider moves iris corp sasbadi holdings excel force msc mercury industries misc sapura energy,0.0,0.702,0.298,1
0.6249,insider moves iris corp sasbadi holdings excel force msc mercury industries misc sapura energy,0.0,0.702,0.298,1
0.6249,insider moves iris corp sasbadi holdings excel force msc mercury industries misc sapura energy,0.0,0.702,0.298,1
0.6249,insider moves iris corp sasbadi holdings excel force msc mercury industries misc sapura energy,0.0,0.702,0.298,1
0.0,newsbreak syed mokhtar may be seeking buyer or investor for bukit bintang project,0.0,1.0,0.0,0
0.0,newsbreak syed mokhtar may be seeking buyer or investor for bukit bintang project,0.0,1.0,0.0,0
-0.3182,sedania innovator seeks to regain lost ground,0.277,0.723,0.0,-1
-0.5574,wz satu ijm rise after putrajayas nod to lift bauxite mining ban,0.247,0.753,0.0,-1
0.0,can-one doesnt intend to maintain kian joos listing status,0.0,1.0,0.0,0
0.0,can-one doesnt intend to maintain kian joos listing status,0.0,1.0,0.0,0
-0.296,hup seng’s 4q net profit falls 11.4 on higher costs,0.273,0.533,0.193,-1
0.0,asia brands aborts rm40m private placement plan,0.0,1.0,0.0,0
0.296,sdb announces share swap as part of restructuring exercise,0.0,0.784,0.216,1
0.3612,kpj healthcare aims to attract medical tourists from indonesia,0.0,0.762,0.238,1
0.3612,kpj healthcare aims to attract medical tourists from indonesia,0.0,0.762,0.238,1
0.3612,kpj healthcare aims to attract medical tourists from indonesia,0.0,0.762,0.238,1
0.4404,kpj 4q18 profit down 12% full-year revenue hits record high,0.0,0.756,0.244,1
0.1779,wce 3q net profit up 7 on lower taxation,0.198,0.541,0.261,0
0.0,paragon union to receive rm16.5 mil in settlement,0.0,1.0,0.0,0
0.0,ghl signs electronic payments deal with indonesia’s bni,0.0,1.0,0.0,0
-0.2732,ex-goldman sachs banker roger ng to face charges in malaysian court first muhyiddin,0.149,0.851,0.0,-1
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.0,suncon boustead hup seng asia brands hibiscus pesona metro kpj ghl and wce,0.0,1.0,0.0,0
0.1695,ahmad faizal does not feel pressured by calls to step down,0.0,0.857,0.143,0
0.0,bauxite-linked counters rise ahead of moratorium expiry,0.0,1.0,0.0,0
0.3291,pesona metro bags rm409m job but terminates another worth rm371m,0.0,0.793,0.207,1
0.0,margin squeeze will still weigh on gdex earnings,0.0,1.0,0.0,0
-0.296,kpj 4q profit down company’s full-year revenue hits record high,0.273,0.533,0.193,-1
-0.34,tadmax down 14 on uncertainty over power plant project,0.231,0.769,0.0,-1
0.0,ghl signs electronic payments deal with indonesia’s bni,0.0,1.0,0.0,0
0.0,bullish sentiment building up,0.0,1.0,0.0,0
-0.296,kossan expected to face some margin pressure in nitrile space,0.196,0.804,0.0,-1
0.0,tiong nam seen focusing on raising warehouse utilisation,0.0,1.0,0.0,0
0.7096,jhm expected to resume strong growth in fy19,0.0,0.504,0.496,1
0.0,stock with momentum chin hin group,0.0,1.0,0.0,0
0.0,stock with momentum tadmax resources,0.0,1.0,0.0,0
0.0,stock with momentum pwf consolidated,0.0,1.0,0.0,0
0.4404,cimb ups kpj target price says fy18 profit in line with expectation,0.0,0.791,0.209,1
0.5267,klci up 16.03pts bursa construction stocks gain,0.0,0.638,0.362,1
0.4215,ccm duopharma hopes to get rm10m gst refund this year,0.0,0.763,0.237,1
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.0,benalec cam ho hup inix johore tin mrcb owg ppb ranhill southern acids teo seng tune unimech wz,0.0,1.0,0.0,0
0.1779,off-market trades:british american tobacco m tfp solutions bhd aeon co m malayan banking,0.0,0.855,0.145,0
0.2263,azrb subsidiary bags rm150.5m worth of petronas jobs in kertih,0.0,0.826,0.174,1
0.0,cover story scomi group on the brink,0.0,1.0,0.0,0
0.0,cover story scomi group on the brink,0.0,1.0,0.0,0
0.0,cover story scomi’s colourful past,0.0,1.0,0.0,0
0.1027,eco world international expands its uk presence,0.0,0.811,0.189,0
0.0,cover story scomi’s colourful past,0.0,1.0,0.0,0
0.0,cover story scomi’s colourful past,0.0,1.0,0.0,0
0.0,cover story ijm still looking to sell stake in scomi group,0.0,1.0,0.0,0
0.0,cover story ijm still looking to sell stake in scomi group,0.0,1.0,0.0,0
0.0,ranhill works on plan to export electricity to thailand,0.0,1.0,0.0,0
0.4767,msm turns a profit in 2018 warns of challenging year ahead,0.109,0.543,0.349,1
0.5423,pansar proposes one-for-two bonus issue,0.0,0.533,0.467,1
0.1815,d&o almost doubles 4q profit on higher revenue and better margins,0.22,0.461,0.319,0
0.5106,favelle favco units secure six crane supply jobs worth rm61.1 mil,0.0,0.677,0.323,1
0.0,asia poly downsizes aceh hydro power plant trims stake in firm undertaking the project,0.0,1.0,0.0,0
0.0,asia poly downsizes aceh hydro power plant trims stake in firm undertaking the project,0.0,1.0,0.0,0
-0.296,teo seng capital 4q net profit up 19 declares 2.5 sen dividend,0.241,0.588,0.171,-1
-0.7506,ykgi 4q net loss of rm122.9 mil nearly three times bigger than market cap,0.348,0.652,0.0,-1
0.4404,tomei ends fy18 with net profit down 70.4%,0.0,0.707,0.293,1
0.0,matrix concepts azrb ranhill public bank heineken msm ioi d&o and favelle favco,0.0,1.0,0.0,0
0.0,matrix concepts azrb ranhill public bank heineken msm ioi d&o and favelle favco,0.0,1.0,0.0,0
0.0,matrix concepts azrb ranhill public bank heineken msm ioi d&o and favelle favco,0.0,1.0,0.0,0
0.0,matrix concepts azrb ranhill public bank heineken msm ioi d&o and favelle favco,0.0,1.0,0.0,0
0.0,matrix concepts azrb ranhill public bank heineken msm ioi d&o and favelle favco,0.0,1.0,0.0,0
0.0,construction of ayer itam-lce expressway bypass to start on aug 31 penang cm,0.0,1.0,0.0,0
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
0.6249,klci seen extending gains support at 1720,0.0,0.495,0.505,1
-0.1027,klci drifts lower as public bank and top glove weigh,0.183,0.667,0.15,0
0.5423,msm posts net profit of rm35.6m in 2018 sees challenging year ahead,0.0,0.69,0.31,1
0.6808,azrb unit wins rm150.5m worth of petronas jobs in kertih,0.0,0.588,0.412,1
0.0,asia poly downsizes aceh hydropower plant trims stake,0.0,1.0,0.0,0
0.0,asia poly downsizes aceh hydropower plant trims stake,0.0,1.0,0.0,0
0.5423,pansar proposes one-for-two bonus issue,0.0,0.533,0.467,1
0.4404,more affordable homes in product mix trim matrix concepts profit,0.0,0.756,0.244,1
0.4019,ccm duopharma aims to boost biosimilars contribution to revenue,0.0,0.748,0.252,1
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.0,ranhill works on plan to export electricity to thailand,0.0,1.0,0.0,0
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.4404,klci dips 0.31 on profit taking stays firmly above 1700 level,0.0,0.775,0.225,1
0.5574,long-term positive seen for pengerang due to location,0.0,0.66,0.34,1
0.0,petgas aims to provide a sustainable fy18 dps,0.0,1.0,0.0,0
0.3818,seasonally stronger quarter for ock seen,0.0,0.658,0.342,1
0.4404,hup seng showing attractive dividends,0.0,0.58,0.42,1
0.7184,kpj gets strong support from domestic operations,0.0,0.455,0.545,1
0.0,stock with momentum benalec holdings,0.0,1.0,0.0,0
0.0,stock with momentum teo seng capital,0.0,1.0,0.0,0
0.0,lagerfeld’s passing hands chanel a big test,0.0,1.0,0.0,0
